연번,업종명,업소명,소재지(도로명),소재지(지번),소재지전화,등록기준일
2289,일반음식점,볼빨간 아구찜 고운점,"세종특별자치시 마음안1로 137, 가락마을18단지 근린생활시설 상가5동 1층 101,102호 (고운동)",세종특별자치시 고운동 2112 가락마을18단지 근린생활시설 ,,2025-06-09
2290,일반음식점,희락(HRCK),"세종특별자치시 다정중앙로 20, S002동 지1층 240호 (다정동, 가온마을7단지)",세종특별자치시 다정동 965 가온마을7단지 ,,2025-06-09
2291,일반음식점,노랑통닭 도담점,"세종특별자치시 보듬4로 9, 카림애비뉴 1동 1층 1F-49호 (도담동, 도램마을11단지)",세종특별자치시 도담동 653 도램마을11단지 ,,2025-06-09
2292,일반음식점,꾸브라꼬 숯불두마리치킨 보람점,"세종특별자치시 한누리대로 2129, 스타힐타워Ⅱ 1층 114호 (보람동)",세종특별자치시 보람동 744 스타힐타워Ⅱ ,044 -865 -9291,2025-06-09
2293,일반음식점,이화수 조치원,"세종특별자치시 조치원읍 세종로 2282, 럭스스퀘어 123,124호","세종특별자치시 조치원읍 죽림리 114-1 123,124호 ",,2025-06-09
2294,일반음식점,피자는 치즈빨 다정점,"세종특별자치시 새롬중앙로 34, 크리스마스빌딩 1층 117호 (새롬동)",세종특별자치시 새롬동 574 크리스마스빌딩 ,,2025-06-09
2295,일반음식점,육회명가,"세종특별자치시 새롬중앙로 34, 크리스마스빌딩 1층 112A호 (새롬동)",세종특별자치시 새롬동 574 크리스마스빌딩 ,0448-6764-32,2025-06-09
2296,일반음식점,소쿠리밥상 세종청사점,"세종특별자치시 한누리대로 411, KT&G세종타워A 3층 305호 (어진동)",세종특별자치시 어진동 539 KT&G세종타워A ,044 -960 -5292,2025-06-09
2297,일반음식점,라온,"세종특별자치시 한누리대로 2165, 호려울마을7단지 근린생활시설 1층 107,108호 (보람동)",세종특별자치시 보람동 738 호려울마을7단지 근린생활시설 ,0448-6307-11,2025-06-09
2298,일반음식점,희어린,"세종특별자치시 한누리대로 2144, 스마트허브Ⅱ 1층 119호 (보람동)",세종특별자치시 보람동 721 스마트허브Ⅱ 119호,,2025-06-09
2299,일반음식점,블루샥 나성점,"세종특별자치시 한누리대로 234, 르네상스 1층 106호 (나성동)",세종특별자치시 나성동 768 르네상스 ,,2025-06-09
2300,일반음식점,카페 부촌,"세종특별자치시 고운서길 14, 금화빌딩 1층 107,108호 (고운동)",세종특별자치시 고운동 1714 금화빌딩 ,,2025-06-09
2301,일반음식점,성터국밥집,"세종특별자치시 금남면 대평시장1길 10, 1층 일부호",세종특별자치시 금남면 용포리 190-15 ,,2025-06-09
2302,일반음식점,어흥,"세종특별자치시 호려울로 19, 스마트허브Ⅲ 1층 102,103호 (보람동)",세종특별자치시 보람동 749 스마트허브Ⅲ ,,2025-06-09
2303,일반음식점,하마아구찜,"세종특별자치시 나리1로 15, 상가동 1층 104(좌측)호 (한솔동, 첫마을3단지)",세종특별자치시 한솔동 950 첫마을3단지 ,,2025-06-09
2304,일반음식점,아리네식탁,"세종특별자치시 금남면 대박안길 8, 1층",세종특별자치시 금남면 대박리 118 ,,2025-06-09
2305,일반음식점,레스토랑 서승호,"세종특별자치시 조치원읍 봉신길 71, 1층",세종특별자치시 조치원읍 신안리 477-3 ,,2025-06-09
2306,일반음식점,휴식시간,"세종특별자치시 부강면 퇴미로 30, 1층",세종특별자치시 부강면 부강리 929 ,,2025-06-09
2307,일반음식점,팔통 숯불갈비,"세종특별자치시 조치원읍 군청로 108, 1층",세종특별자치시 조치원읍 신흥리 100-3 ,044 -868 -2592,2025-06-09
2308,일반음식점,뚜뚜김밥,"세종특별자치시 나성북로 9, 메가타워1 1층 118호 (나성동)",세종특별자치시 나성동 798 메가타워1 ,,2025-06-09
2309,일반음식점,마약쭈꾸미,"세종특별자치시 전의면 운주산로 1610, 1층",세종특별자치시 전의면 유천리 76-1 ,044 -867 -7691,2025-06-09
2310,일반음식점,엔씨캐터링,"세종특별자치시 부강면 연청로 745-46, 11동관리편의동 1층 4,5호",세종특별자치시 부강면 갈산리 470-2 ,,2025-06-09
2311,일반음식점,짜글이와 뒷고기,"세종특별자치시 한누리대로 227, 세종마루 1층 112호 (나성동)",세종특별자치시 나성동 750 세종마루 ,,2025-06-09
2312,일반음식점,성현상회,"세종특별자치시 한누리대로 227, 세종마루 2층 204호 (나성동)",세종특별자치시 나성동 750 세종마루 ,,2025-06-09
2313,일반음식점,굽네치킨 도담점,"세종특별자치시 보듬3로 6, 라온프라이빗시티Ⅱ 1층 107호 (도담동)",세종특별자치시 도담동 667 라온프라이빗시티Ⅱ ,,2025-06-09
2314,일반음식점,등촌샤브 (아름점),"세종특별자치시 보듬7로 94, 2층 (전체)호 (아름동)",세종특별자치시 아름동 1099 ,,2025-06-09
2315,일반음식점,우재,"세종특별자치시 연동면 태산로 71-114, 1,2층",세종특별자치시 연동면 명학리 111 ,,2025-06-09
2316,일반음식점,탕화쿵푸마라탕,"세종특별자치시 보듬3로 8-37, 원프라자 102호,103호 (도담동)",세종특별자치시 도담동 678 원프라자 ,044 -862 -9660,2025-06-09
2317,일반음식점,국민낙곱새 세종직영점,"세종특별자치시 한누리대로 321, SR파크시티 1층 118호 (나성동)",세종특별자치시 나성동 730 SR파크시티 ,,2025-06-09
2318,일반음식점,7번가피자 세종시청점,"세종특별자치시 한누리대로 2200, 호려울마을3단지 근린생활시설 C동 1층 103,104호 (보람동)",세종특별자치시 보람동 730 호려울마을3단지 근린생활시설 ,,2025-06-09
2319,일반음식점,부강한우소머리국밥수육 돼지국밥(통큰돼지갈비),"세종특별자치시 부강면 부강외천로 221, 1층 일부호",세종특별자치시 부강면 문곡리 706 ,,2025-06-09
2320,일반음식점,피제리아 지알로,"세종특별자치시 시청대로 137, 리버피크닉 2층 205호 (보람동)",세종특별자치시 보람동 706 리버피크닉 , 044-865 -6641,2025-06-09
2321,일반음식점,무모한 초밥 조치원점,"세종특별자치시 조치원읍 행복11길 6, 1층",세종특별자치시 조치원읍 침산리 261-11 ,044 -867 -0213,2025-06-09
2322,일반음식점,삼산회관 세종도담점,"세종특별자치시 보듬3로 8-27, 새한빌딩 1층 106호 (도담동)",세종특별자치시 도담동 675 새한빌딩 ,,2025-06-09
2323,일반음식점,싸움의 고수 아름점,"세종특별자치시 보듬3로 92, 해피라움2 1층 133호 (아름동)",세종특별자치시 아름동 1293 해피라움2 ,,2025-06-09
2324,일반음식점,브리또 까세로,"세종특별자치시 아름서길 3, 세종시 아카데미 타워 1층 103호 (아름동)",세종특별자치시 아름동 1318 세종시 아카데미 타워 ,,2025-06-09
2325,일반음식점,토리아에즈 세종점,"세종특별자치시 나성로 125-16, 스타타워 1층 102호 (나성동)",세종특별자치시 나성동 795 스타타워 ,044 -868 -9888,2025-06-09
2326,일반음식점,진짜무쇠삼겹,"세종특별자치시 나성로 125-16, 스타타워 1층 103호 (나성동)",세종특별자치시 나성동 795 스타타워 , 070-8691-0039,2025-06-09
2327,일반음식점,한냐 세종가족점,"세종특별자치시 나성로 125-10, 조이타워 3층 307,308호 (나성동)",세종특별자치시 나성동 796 조이타워 ,0707-5856-742,2025-06-09
2328,일반음식점,도이힐커피,"세종특별자치시 한누리대로 2236, 해들마을 6단지 상가동 A동 1층 121호 (대평동)",세종특별자치시 대평동 668 해들마을 6단지 상가동 ,0448-6556-32,2025-06-09
2329,일반음식점,취향상점,"세종특별자치시 나성로 38, 세종가로수길 1층 B108호 (나성동)",세종특별자치시 나성동 206 세종가로수길 ,,2025-06-09
2330,일반음식점,종로삼계탕,"세종특별자치시 새롬중앙로 34, 크리스마스빌딩 2층 202호 (새롬동)",세종특별자치시 새롬동 574 크리스마스빌딩 ,,2025-06-09
2331,일반음식점,우리숯불닭갈비,"세종특별자치시 대평3길 10, 쁘띠테라스 1층 111호 (대평동)",세종특별자치시 대평동 676 쁘띠테라스 ,,2025-06-09
2332,일반음식점,(주)오디푸드시스템 오발탄 세종점,"세종특별자치시 도움1로 7, 세종NS호텔 2층 213~219호 (어진동)",세종특별자치시 어진동 540 세종NS호텔 ,,2025-06-09
2333,일반음식점,피자나라치킨공주 다정점,"세종특별자치시 다정중앙로 40, 리치타워 1층 109호 (다정동)",세종특별자치시 다정동 938 리치타워 ,,2025-06-09
2334,일반음식점,바다참치,"세종특별자치시 조치원읍 행복7길 5-9, 1층",세종특별자치시 조치원읍 침산리 270-11 ,,2025-06-09
2335,일반음식점,I독도해물알찜&차돌쭈꾸미찜,"세종특별자치시 달빛로 41, 백두산빌딩 105호 (종촌동)",세종특별자치시 종촌동 669 백두산빌딩 ,,2025-06-09
2336,일반음식점,네네치킨 다정점,"세종특별자치시 다정남로 130, 가온마을11단지 근린생활시설 A동 1층 A115호 (다정동)",세종특별자치시 다정동 970 가온마을11단지 근린생활시설 ,0448-6492-85,2025-06-09
2337,일반음식점,왕천파닭 고운점,"세종특별자치시 만남로8길 24-1, 고운상가 1층 101호 (고운동)",세종특별자치시 고운동 1745 고운상가 ,044 -863 -5968,2025-06-09
2338,일반음식점,프랭크버거 세종나성점,"세종특별자치시 한누리대로 292, 행복의아침 1층 106호 (나성동)",세종특별자치시 나성동 763 행복의아침 ,0448-6784-85,2025-06-09
2339,일반음식점,멕시카나치킨 세종나성점,"세종특별자치시 국세청로 46, 근린생활시설동 1층 A117호 (나성동, 나릿재마을1단지)",세종특별자치시 나성동 259-1 나릿재마을1단지 ,0448-6209-11,2025-06-09
2340,일반음식점,르 가든 블루(Le Garden Blue),"세종특별자치시 한누리대로 411, KT&G세종타워A 1층 102호 (어진동)",세종특별자치시 어진동 539 KT&G세종타워A ,,2025-06-09
2341,일반음식점,비에이치씨(BHC)세종도담점,"세종특별자치시 보듬4로 9, 카림애비뉴 1동 1층 1F-57~59호 (도담동, 도램마을11단지)",세종특별자치시 도담동 653 도램마을11단지 ,,2025-06-09
2342,일반음식점,무쇠회관 세종점,"세종특별자치시 나성로 125-16, 스타타워 2층 205호 (나성동)",세종특별자치시 나성동 795 스타타워 ,044 -866 -4555,2025-06-09
2343,일반음식점,반다이크브라운 드로잉카페,"세종특별자치시 도움8로 81, 세종일번가 A동 3층 311호 (어진동)",세종특별자치시 어진동 608 세종일번가 ,,2025-06-09
2344,일반음식점,영동순대,"세종특별자치시 마음로 70, 에셀프라자 2층 207호 (고운동)",세종특별자치시 고운동 1720 에셀프라자 ,,2025-06-09
2345,일반음식점,설밥상,"세종특별자치시 조치원읍 장안로 18-5, 1층",세종특별자치시 조치원읍 정리 13 ,,2025-06-09
2346,일반음식점,푸라닭 세종고운점,"세종특별자치시 마음로 67, 상가2동 112호 (고운동, 가락마을1단지)",세종특별자치시 고운동 1729 가락마을1단지 ,044 -863 -9207,2025-06-09
2347,일반음식점,을지로골뱅이 세종점,"세종특별자치시 나성로 125-10, 조이타워 1층 109호 (나성동)",세종특별자치시 나성동 796 조이타워 ,044 -868 -5200,2025-06-09
2348,일반음식점,맘스터치 반곡점,"세종특별자치시 한누리대로 1839, 수루배마을2단지 근린생활시설 상가B동 지1층 111호 (반곡동)",세종특별자치시 반곡동 42-1 수루배마을2단지 근린생활시설 ,0448-6353-53,2025-06-09
2349,일반음식점,곱깨비세종본점,"세종특별자치시 한누리대로 287, 세종포레뷰1 1층 114호 (나성동)",세종특별자치시 나성동 738 세종포레뷰1 ,,2025-06-09
2350,일반음식점,일상솥,"세종특별자치시 절재로 194, 중앙타운 2층 211호 (어진동)",세종특별자치시 어진동 547 중앙타운 ,,2025-06-09
2351,일반음식점,무르익,"세종특별자치시 장군면 산학리길 16-5, 1층 102호",세종특별자치시 장군면 은용리 121-5 ,,2025-06-09
2352,일반음식점,JUMP 점프,"세종특별자치시 새롬북로 13, 근린생활시설3동 지1층 136(우측)호 (새롬동, 새뜸마을4단지)",세종특별자치시 새롬동 554 새뜸마을4단지 ,,2025-06-09
2353,일반음식점,테라스비어앤커피,"세종특별자치시 노을3로 104, 한솔빌딩 1층 108호 (한솔동)",세종특별자치시 한솔동 927 한솔빌딩 ,0448-6608-73,2025-06-09
2354,일반음식점,등촌샤브칼국수 세종대평점,"세종특별자치시 금남면 신촌1길 6, 2층",세종특별자치시 금남면 신촌리 93 ,044 -863 -2136,2025-06-09
2355,일반음식점,바야흐로 커피,"세종특별자치시 보듬3로 104-17, 청솔빌딩 1층 105(일부),106호 (아름동)",세종특별자치시 아름동 1290 청솔빌딩 ,,2025-06-09
2356,일반음식점,"나만,봄","세종특별자치시 금남면 금병로 1139, 1층",세종특별자치시 금남면 부용리 76 ,044 -863 -2136,2025-06-09
2357,일반음식점,배떡 세종조치원점,"세종특별자치시 조치원읍 충현로 195, 1층 104(우측)호",세종특별자치시 조치원읍 침산리 256-5 ,,2025-06-09
2358,일반음식점,풍류아리랑,"세종특별자치시 금남면 용포로 53, 4층",세종특별자치시 금남면 용포리 91-11 ,044 -868 -7667,2025-06-09
2359,일반음식점,육사구이 나성점,"세종특별자치시 나성로 125-10, 조이타워 1층 118호 (나성동)",세종특별자치시 나성동 796 조이타워 ,044 -866 -6492,2025-06-09
2360,일반음식점,만타스시31 소담점,"세종특별자치시 한누리대로 1978, CJ소담프라자 1층 104호 (소담동)",세종특별자치시 소담동 530 CJ소담프라자 ,044 -863 -6001,2025-06-09
2361,일반음식점,범스케밥 세종점,"세종특별자치시 한누리대로 321, SR파크시티 1층 104호 (나성동)",세종특별자치시 나성동 730 SR파크시티 ,,2025-06-09
2362,일반음식점,목포홍탁,"세종특별자치시 나성로 125-4, 세종엔에스타워2 1층 115호 (나성동)",세종특별자치시 나성동 797 세종엔에스타워2 ,,2025-06-09
2363,일반음식점,돈카츠마켙 다정점,"세종특별자치시 한누리대로 321, SR파크시티 1층 142호 (나성동)",세종특별자치시 나성동 730 SR파크시티 ,044 -868 -2342,2025-06-09
2364,일반음식점,와꾸,"세종특별자치시 나성로 133-15, 애플타워 2층 204호 (나성동)",세종특별자치시 나성동 791 애플타워 , 044- 414-9912,2025-06-09
